A̱o,Trimestre,Indicador,Categoria,Estado,Valor,Agregacion
2012,2,i34,a,0,0,N
2012,2,i34,b,0,0,N
2012,2,i34,c,0,0,N
2012,2,i34,d,0,0,N
2012,2,i34,e,0,0,N
2012,2,i34,f,0,0,N
2012,2,i34,g,0,0,N
2012,3,i34,a,0,0,N
2012,3,i34,b,0,0,N
2012,3,i34,c,0,0,N
2012,3,i34,d,0,0,N
2012,3,i34,e,0,0,N
2012,3,i34,f,0,0,N
2012,3,i34,g,0,0,N
2012,4,i34,a,0,0,N
2012,4,i34,b,0,0,N
2012,4,i34,c,0,0,N
2012,4,i34,d,0,0,N
2012,4,i34,e,0,0,N
2012,4,i34,f,0,0,N
2012,4,i34,g,0,0,N
2013,1,i34,a,0,0,N
2013,1,i34,b,0,0,N
2013,1,i34,c,0,0,N
2013,1,i34,d,0,0,N
2013,1,i34,e,0,0,N
2013,1,i34,f,0,0,N
2013,1,i34,g,0,0,N
2013,2,i34,a,0,0,N
2013,2,i34,b,0,0,N
2013,2,i34,c,0,0,N
2013,2,i34,d,0,0,N
2013,2,i34,e,0,0,N
2013,2,i34,f,0,0,N
2013,2,i34,g,0,0,N
2013,3,i34,a,0,0,N
2013,3,i34,b,0,0,N
2013,3,i34,c,0,0,N
2013,3,i34,d,0,0,N
2013,3,i34,e,0,0,N
2013,3,i34,f,0,0,N
2013,3,i34,g,0,0,N
2013,4,i34,a,0,0,N
2013,4,i34,b,0,0,N
2013,4,i34,c,0,0,N
2013,4,i34,d,0,0,N
2013,4,i34,e,0,0,N
2013,4,i34,f,0,0,N
2013,4,i34,g,0,0,N
2014,1,i34,a,0,0,N
2014,1,i34,b,0,0,N
2014,1,i34,c,0,0,N
2014,1,i34,d,0,0,N
2014,1,i34,e,0,0,N
2014,1,i34,f,0,0,N
2014,1,i34,g,0,0,N
2014,2,i34,a,0,0,N
2014,2,i34,b,0,0,N
2014,2,i34,c,0,0,N
2014,2,i34,d,0,0,N
2014,2,i34,e,0,0,N
2014,2,i34,f,0,0,N
2014,2,i34,g,0,0,N
2014,3,i34,a,0,0,N
2014,3,i34,b,0,0,N
2014,3,i34,c,0,0,N
2014,3,i34,d,0,0,N
2014,3,i34,e,0,0,N
2014,3,i34,f,0,0,N
2014,3,i34,g,0,0,N
2014,4,i34,a,0,0,N
2014,4,i34,b,0,0,N
2014,4,i34,c,0,0,N
2014,4,i34,d,0,0,N
2014,4,i34,e,0,0,N
2014,4,i34,f,0,0,N
2014,4,i34,g,0,0,N
2015,1,i34,a,0,0,N
2015,1,i34,b,0,0,N
2015,1,i34,c,0,0,N
2015,1,i34,d,0,0,N
2015,1,i34,e,0,0,N
2015,1,i34,f,0,0,N
2015,1,i34,g,0,0,N
2015,2,i34,a,0,0,N
2015,2,i34,b,0,0,N
2015,2,i34,c,0,0,N
2015,2,i34,d,0,0,N
2015,2,i34,e,0,0,N
2015,2,i34,f,0,0,N
2015,2,i34,g,0,0,N
2015,3,i34,a,0,0,N
2015,3,i34,b,0,0,N
2015,3,i34,c,0,0,N
2015,3,i34,d,0,0,N
2015,3,i34,e,0,0,N
2015,3,i34,f,0,0,N
2015,3,i34,g,0,0,N
2015,4,i34,a,0,0.354166666666667,N
2015,4,i34,b,0,0,N
2015,4,i34,c,0,0.5,N
2015,4,i34,d,0,0.166666666666666,N
2015,4,i34,e,0,0,N
2015,4,i34,f,0,0.444444444444444,N
2015,4,i34,g,0,0.597222222222222,N
2016,1,i34,a,0,0.274305555555555,N
2016,1,i34,b,0,0,N
2016,1,i34,c,0,0.5,N
2016,1,i34,d,0,0,N
2016,1,i34,e,0,0.25,N
2016,1,i34,f,0,0.5,N
2016,1,i34,g,0,0.833333333333333,N
2016,2,i34,a,0,0.238344988344988,N
2016,2,i34,b,0,0.5,N
2016,2,i34,c,0,0.158730158730159,N
2016,2,i34,d,0,0,N
2016,2,i34,e,0,0.311111111111111,N
2016,2,i34,f,0,0.5,N
2016,2,i34,g,0,0.3,N
2016,3,i34,a,0,0.0671717171717171,N
2016,3,i34,b,0,0,N
2016,3,i34,c,0,0.145833333333333,N
2016,3,i34,d,0,0,N
2016,3,i34,e,0,0,N
2016,3,i34,f,0,0,N
2016,3,i34,g,0,0.125,N
2016,4,i34,a,0,0,N
2016,4,i34,b,0,0,N
2016,4,i34,c,0,0,N
2016,4,i34,d,0,0,N
2016,4,i34,e,0,0,N
2016,4,i34,f,0,0,N
2016,4,i34,g,0,0,N
2017,1,i34,a,0,0,N
2017,1,i34,b,0,0,N
2017,1,i34,c,0,0,N
2017,1,i34,d,0,0,N
2017,1,i34,e,0,0,N
2017,1,i34,f,0,0,N
2017,1,i34,g,0,0,N
2017,2,i34,a,0,0,N
2017,2,i34,b,0,0,N
2017,2,i34,c,0,0,N
2017,2,i34,d,0,0,N
2017,2,i34,e,0,0,N
2017,2,i34,f,0,0,N
2017,2,i34,g,0,0,N
2017,3,i34,a,0,0,N
2017,3,i34,b,0,0,N
2017,3,i34,c,0,0,N
2017,3,i34,d,0,0,N
2017,3,i34,e,0,0,N
2017,3,i34,f,0,0,N
2017,3,i34,g,0,0,N
